_id,full_id,lat,long,name
6216745c4a0d2cd7d5a8051f,n4360094735,18.79311,98.97242,Wide-awake 24 hours
6216745c4a0d2cd7d5a8052a,n4438545289,18.79884,98.96864,Ristr8to Lab
6216745c4a0d2cd7d5a80532,n4476976180,18.79597,98.96546,Cafe Kantary
6216745c4a0d2cd7d5a80536,n4506585926,18.74031,98.97447,Good Vibes Cafe
6216745c4a0d2cd7d5a8054f,n4594764320,19.0261,98.94452,"Cat's Coffee"
6216745c4a0d2cd7d5a80551,n4596223590,18.79912,98.96572,Cat Me
6216745c4a0d2cd7d5a80564,n4711076389,18.79223,98.97852,Coffee Addict
6216745c4a0d2cd7d5a80566,n4728841092,18.89913,98.86519,Thap - Rim - Than
6216745c4a0d2cd7d5a8037e,n1074595753,18.798,98.96681,"Dolcetto' Cafe"
6216745c4a0d2cd7d5a8038d,n1173899412,18.76829,99.0057,Mata Coffee
6216745c4a0d2cd7d5a803c5,n2085425699,18.79569,98.953,เพลินคาเฟ่
6216745c4a0d2cd7d5a803cc,n2105737204,18.79845,98.98669,Hillkoff Coffee Sales & Service
6216745c4a0d2cd7d5a803da,n2434785831,18.80368,98.953,Double Click Cafe
6216745c4a0d2cd7d5a803df,n2434791784,18.80195,98.95045,The Chalatte
6216745c4a0d2cd7d5a803e3,n2465491441,18.9083,99.25029,Coffee Corner
6216745c4a0d2cd7d5a803e9,n2517085338,18.82438,99.01384,Black Canyon
6216745c4a0d2cd7d5a8041b,n2685512392,18.62976,98.89662,Cup & Cake
6216745c4a0d2cd7d5a80444,n3235399085,18.64154,98.69987,Cafe de Wang
6216745c4a0d2cd7d5a80449,n3242548890,18.8074,98.95735,Doi Chaang
6216745c4a0d2cd7d5a8045f,n3298047309,18.8053,98.98309,Phuphiang Coffee
6216745c4a0d2cd7d5a8046f,n3340956813,18.85614,98.9868,My Secret Cafe
6216745c4a0d2cd7d5a8047a,n3347664219,18.76956,98.97514,"Swensen's"
6216745c4a0d2cd7d5a80491,n3409866635,18.74013,99.01427,Deco Coffee & Tea
6216745c4a0d2cd7d5a804ee,n4064637987,18.76659,98.99526,Bee Healthy
6216745c4a0d2cd7d5a80504,n4260029196,19.08803,98.90256,Café Chez Nous
6216745c4a0d2cd7d5a80509,n4285584789,18.79647,98.96579,Wake Up
6216745c4a0d2cd7d5a80521,n4360574586,18.79184,98.95804,D-Milk ไมโลดิบ
6216745c4a0d2cd7d5a8053f,n4539213084,18.78656,98.96866,Uncle Coffee
6216745c4a0d2cd7d5a80548,n4586086268,18.8002,99.01883,"Tom'n'Toms Coffee"
6216745c4a0d2cd7d5a8054d,n4592959931,18.91192,99.01714,กาแฟโบราณ
6216745c4a0d2cd7d5a80556,n4596413947,18.79695,98.96599,Shaker House
6216745c4a0d2cd7d5a80384,n1127592858,18.7996,98.96765,Cofésta
6216745c4a0d2cd7d5a8039c,n1477737616,18.78376,98.9958,Born 2
6216745c4a0d2cd7d5a803ae,n1796992466,18.79772,98.96743,Aroma
6216745c4a0d2cd7d5a803c1,n2071377908,19.35317,98.96398,คาเฟ่ อเมซอน
6216745c4a0d2cd7d5a803ca,n2104376722,18.80408,98.97904,Na Na Croissant and Coffee
6216745c4a0d2cd7d5a803d1,n2341962163,18.76612,99.03785,MilkyWay
6216745c4a0d2cd7d5a803d6,n2434773550,18.80195,98.95532,Au choix
6216745c4a0d2cd7d5a803de,n2434791424,18.80151,98.95281,C.M.U Bookstore Coffee
6216745c4a0d2cd7d5a803e0,n2434793620,18.79413,98.95711,ฝ้ายเบเกอรี่
6216745c4a0d2cd7d5a80405,n2642156470,18.86574,99.35351,บ้านแม่กำปอง โฮมสเตย์
6216745c4a0d2cd7d5a80411,n2660438580,18.79464,98.96557,Doi Chaang
6216745c4a0d2cd7d5a80413,n2661676325,18.78887,98.97309,Gateaux House
6216745c4a0d2cd7d5a80414,n2666702978,19.20812,98.6707,ร้านครึ่งทางโอเคมาร์ท
6216745c4a0d2cd7d5a80415,n2678552865,18.79588,99.00579,Im Cafe
6216745c4a0d2cd7d5a80421,n2865846901,18.80688,99.01812,Coffee World
6216745c4a0d2cd7d5a80422,n2865847101,18.80676,99.01804,Pang Ping Café
6216745c4a0d2cd7d5a8043f,n3195504333,18.80786,98.99494,The Baristro
6216745c4a0d2cd7d5a80448,n3242156462,18.79666,99.01626,Café Amazon
6216745c4a0d2cd7d5a80459,n3287356498,18.80236,98.96778,Starbucks
6216745c4a0d2cd7d5a8045d,n3287854761,18.79767,98.96834,Chuen
6216745c4a0d2cd7d5a80499,n3417167516,18.78577,99.003,Genocafe
6216745c4a0d2cd7d5a804a6,n3421254993,18.79383,98.97086,กาแฟสดกาน้ำ
6216745c4a0d2cd7d5a804e1,n3927203453,18.79803,98.97347,The Coffee Station
6216745c4a0d2cd7d5a804e7,n3937133678,18.83361,99.00331,ไอดีดี คาเฟ่
6216745c4a0d2cd7d5a804fc,n4206129189,20.06,99.36117,Espresso - 95 Coffee
6216745c4a0d2cd7d5a8051e,n4360075278,18.78966,98.96481,กาแฟดีนาน
6216745c4a0d2cd7d5a8052f,n4459082049,18.41459,98.70876,เก๊ามะขาม
6216745c4a0d2cd7d5a80547,n4563204089,18.79028,98.99423,Libernard Cafe
6216745c4a0d2cd7d5a80552,n4596241378,18.79937,98.96409,Hug a Cup
6216745c4a0d2cd7d5a8037a,n1014351915,18.80727,98.9709,Friendly Coffee
6216745c4a0d2cd7d5a8037c,n1074594027,18.79836,98.96667,Ember
6216745c4a0d2cd7d5a80381,n1101287698,18.78105,99.00068,"Cafe de L'Amour"
6216745c4a0d2cd7d5a80397,n1474871817,18.76918,98.96832,Ninety-Four Coffee
6216745c4a0d2cd7d5a8039a,n1477503682,18.78355,98.99669,โรซาร์ เพลส
6216745c4a0d2cd7d5a8039e,n1491288849,18.79101,98.99024,Chiang Mai Tea House
6216745c4a0d2cd7d5a803ba,n2005925282,18.7605,98.90499,พรีาว & พลีน
6216745c4a0d2cd7d5a803bd,n2040022297,18.78558,98.98999,J. Ju Coffee
6216745c4a0d2cd7d5a803c2,n2074584720,20.02723,99.28518,Hugs Coffee
6216745c4a0d2cd7d5a80409,n2650769476,18.79889,98.97125,Yellow Bear Coffee
6216745c4a0d2cd7d5a8041d,n2716915567,18.78791,98.99294,The Coffee Club
6216745c4a0d2cd7d5a80420,n2865694701,18.80588,98.9881,Sleepless
6216745c4a0d2cd7d5a80434,n3149195389,18.90892,98.9477,Cool Cafe
6216745c4a0d2cd7d5a80439,n3180206861,18.79887,99.02383,I Love Ice Cream
6216745c4a0d2cd7d5a80445,n3237458360,18.92036,98.91671,Beatles Station
6216745c4a0d2cd7d5a80450,n3266573695,18.78407,98.9928,"Brews' Job"
6216745c4a0d2cd7d5a80460,n3304375063,18.80547,98.98334,"Ab'Petite Cafe"
6216745c4a0d2cd7d5a804aa,n3421278244,18.79447,98.96928,Favour Art Cafe
6216745c4a0d2cd7d5a804b0,n3426416706,18.79981,98.96822,ชั้นหนึ่ง
6216745c4a0d2cd7d5a804b1,n3426430299,18.80123,98.96734,คูร์ทอช์ บ้านเค้กปล่องไฟ
6216745c4a0d2cd7d5a804bc,n3632282338,18.76454,99.02802,ปรารถนา กาแฟ
6216745c4a0d2cd7d5a804c5,n3781540200,20.06007,99.36251,The Harbour
6216745c4a0d2cd7d5a804d8,n3907871479,18.77226,98.99956,Wawee Coffee
6216745c4a0d2cd7d5a804d9,n3908107549,18.771,99.00547,Cafe de Krabi
6216745c4a0d2cd7d5a804da,n3912487219,18.90123,98.95001,Inthanin Coffee
6216745c4a0d2cd7d5a804e6,n3937133676,18.84244,98.98193,ออนเดอะเวย์ คาเฟ่
6216745c4a0d2cd7d5a804ed,n4052303895,18.73264,98.9743,Cafe
6216745c4a0d2cd7d5a8050a,n4294806092,19.74688,99.1447,Doi Chaang
6216745c4a0d2cd7d5a80512,n4353673933,18.78982,98.95594,แมวมอธ แคทคาเฟ่
6216745c4a0d2cd7d5a80528,n4427268749,18.79933,99.02466,Wake You Up
6216745c4a0d2cd7d5a80549,n4586086270,18.80009,99.01839,Wawee Coffee
6216745c4a0d2cd7d5a80550,n4595116409,19.14458,98.9998,Chusin Coffee
6216745c4a0d2cd7d5a80561,n4655307491,18.79067,98.98424,Rakuda
6216745c4a0d2cd7d5a803b0,n1797000726,18.79749,98.96835,Tea Tales
6216745c4a0d2cd7d5a803d8,n2434783251,18.80366,98.95418,กาแฟรัฐศาสตร์
6216745c4a0d2cd7d5a803fa,n2600941805,18.85174,99.01377,กลิณกาแฟ
6216745c4a0d2cd7d5a80410,n2658260600,18.77743,98.98727,De Cassowary
6216745c4a0d2cd7d5a80441,n3206107861,18.82261,98.96569,Sidamo Coffee
6216745c4a0d2cd7d5a8044e,n3249112264,18.80627,99.01839,Swensens
6216745c4a0d2cd7d5a80455,n3285298562,18.79965,98.97761,Artisan
6216745c4a0d2cd7d5a8045a,n3287791861,18.79813,98.96949,Gelabar
6216745c4a0d2cd7d5a80486,n3384152432,18.78174,98.98309,Happy Espresso
6216745c4a0d2cd7d5a8048c,n3395080852,18.78618,99.00669,Love at First Bite
6216745c4a0d2cd7d5a80497,n3416881722,18.74872,99.00483,มนเมืองกาแฟ
6216745c4a0d2cd7d5a8049b,n3418924493,18.73381,99.02802,Ban Panfa Cafe & Bakery
6216745c4a0d2cd7d5a804a0,n3419811901,18.78672,98.99025,Pakhinai Cafe
6216745c4a0d2cd7d5a804c0,n3650359131,18.72615,98.96021,ค็อฟฟี่เดอแคนเดิล
6216745c4a0d2cd7d5a804c2,n3672043732,18.79,98.97274,Library Coffee (5F)
6216745c4a0d2cd7d5a804cd,n3851468855,18.8712,99.12585,บ้านเชียงรุ้ง
6216745c4a0d2cd7d5a804f5,n4132247489,18.78815,98.98682,Kaldi Coffee House
6216745c4a0d2cd7d5a804f9,n4180090391,18.81863,98.96919,ฮอห์ม คาเฟ่
6216745c4a0d2cd7d5a80502,n4225761969,18.80597,98.99714,Collina
6216745c4a0d2cd7d5a8051b,n4359158922,18.80839,98.99551,ตี๋นมสด
6216745c4a0d2cd7d5a80523,n4362621673,18.79252,98.95597,ชาชิมิ
6216745c4a0d2cd7d5a80524,n4364338694,18.79052,98.99017,เฟื่องฟ้า คาเฟ่
6216745c4a0d2cd7d5a80529,n4427268751,18.79882,99.02449,Blue Cafe
6216745c4a0d2cd7d5a80530,n4460077989,18.82542,99.01129,Doi Taeng Coffee
6216745c4a0d2cd7d5a80537,n4513838300,18.43091,98.68358,Inthanin Coffee
6216745c4a0d2cd7d5a80558,n4602601056,18.87809,99.12522,Pronto Café
6216745c4a0d2cd7d5a8055d,n4623096989,18.78826,98.98834,Lana coffee
6216745c4a0d2cd7d5a8039d,n1491288310,18.79106,98.99048,Juice
6216745c4a0d2cd7d5a803b6,n1819897327,18.74224,99.00329,Doi Chaang
6216745c4a0d2cd7d5a803b7,n1903665319,18.77126,98.97642,Doi Chaang Coffee
6216745c4a0d2cd7d5a803ce,n2187932054,18.7956,99.02999,Hom Groon Coffee
6216745c4a0d2cd7d5a803d9,n2434783680,18.79616,98.95247,Smile Coffee
6216745c4a0d2cd7d5a803f3,n2581627060,18.75364,99.10167,สันไร่กาแฟ
6216745c4a0d2cd7d5a8040b,n2655145988,18.78125,98.999,Bella Goose Coffee
6216745c4a0d2cd7d5a80426,n2934994593,18.75878,98.94052,Vet Med Cafeteria
6216745c4a0d2cd7d5a8043a,n3182220946,18.80137,98.95017,ฝ้ายเบเกอรี่
6216745c4a0d2cd7d5a8044b,n3247403107,18.95645,98.80499,ไร่องุ่น สอ บีกา
6216745c4a0d2cd7d5a80470,n3340982844,18.87559,99.01479,Café Amazon
6216745c4a0d2cd7d5a8047b,n3359378559,18.83411,99.057,Café Amazon
6216745c4a0d2cd7d5a804af,n3426415665,18.79878,98.96864,Manifreshto
6216745c4a0d2cd7d5a804c8,n3819711686,18.80635,98.95791,Catmosphere Cat Café
6216745c4a0d2cd7d5a804cc,n3843126642,18.801,98.96746,Local Cafe
6216745c4a0d2cd7d5a804e2,n3928262001,18.74497,98.98949,อินทนนท์ กาแฟสด
6216745c4a0d2cd7d5a804eb,n3996636060,18.80355,98.97447,Caffè B{e}arista
6216745c4a0d2cd7d5a804f6,n4139956489,18.7937,98.99345,HOM cafe
6216745c4a0d2cd7d5a804fe,n4210249666,18.80294,98.97543,Huean Hug Coffee
6216745c4a0d2cd7d5a80516,n4358611169,18.78971,98.95582,ร้านกาแฟสังคม
6216745c4a0d2cd7d5a80517,n4358616613,18.78975,98.9643,โตและสด
6216745c4a0d2cd7d5a80519,n4358843115,18.79122,98.95938,ร้านกาแฟสังคม
6216745c4a0d2cd7d5a80526,n4416236897,18.79942,99.01695,Black coffee smile
6216745c4a0d2cd7d5a8052b,n4440847089,18.78755,98.98253,Taa Peng Cat
6216745c4a0d2cd7d5a8052d,n4446821271,18.85513,98.99967,Lanna Cafe
6216745c4a0d2cd7d5a8053a,n4522532754,18.85227,98.96699,Gedhawa
6216745c4a0d2cd7d5a80546,n4559427489,18.79234,98.99019,Come on coffe
6216745c4a0d2cd7d5a8054c,n4592642581,18.90959,99.01696,พอใจค็อฟฟี่
6216745c4a0d2cd7d5a8055b,n4608589190,18.84194,99.07077,Bonbon Cafe
6216745c4a0d2cd7d5a80389,n1133610755,18.79187,98.99152,Lucky Coffee
6216745c4a0d2cd7d5a80393,n1381345475,18.76987,99.07153,Café Amazon
6216745c4a0d2cd7d5a803c4,n2085410597,18.79556,98.953,โอชัวร์
6216745c4a0d2cd7d5a803f5,n2582060112,18.9168,98.99746,กาแฟสด อาหาร
6216745c4a0d2cd7d5a803fd,n2611231828,18.93888,98.943,ไม้เฮือน๖๐
6216745c4a0d2cd7d5a80403,n2633808687,19.81432,99.11307,Strawberry Fields Forever
6216745c4a0d2cd7d5a8040f,n2655193795,18.78183,98.99856,วิมล คาราโอเกะ
